node_id,type,layer,cabinet,slot,order,display_name,remarks
board:BRK_115/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,115,BREAKOUT_BOARD,generated sample board
port:BRK_115/BREAKOUT_BOARD/P115,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,115,P115,generated sample port
route:TRAY_119,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_119,generated sample route-node
device:IFACE_116,device,interface,CAB-INTERFACE,SLOT-INTERFACE,116,IFACE_116,generated sample device
board:IFACE_116/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,116,INTERFACE_BOARD,generated sample board
port:IFACE_116/INTERFACE_BOARD/P116,port,interface,CAB-INTERFACE,SLOT-INTERFACE,116,P116,generated sample port
route:TRAY_120,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_120,generated sample route-node
route:TRAY_121,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_121,generated sample route-node
device:SW_118,device,switch,CAB-SWITCH,SLOT-SWITCH,118,SW_118,generated sample device
board:SW_118/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,118,SWITCH_CARD,generated sample board
port:SW_118/SWITCH_CARD/P118,port,switch,CAB-SWITCH,SLOT-SWITCH,118,P118,generated sample port
route:TRAY_122,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_122,generated sample route-node
device:IPC_119,device,ipc,CAB-IPC,SLOT-IPC,119,IPC_119,generated sample device
board:IPC_119/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,119,IPC_IO,generated sample board
port:IPC_119/IPC_IO/P119,port,ipc,CAB-IPC,SLOT-IPC,119,P119,generated sample port
route:TRAY_123,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_123,generated sample route-node
device:PART_120,device,part,CAB-PART,SLOT-PART,120,PART_120,generated sample device
board:PART_120/PART_BOARD,board,part,CAB-PART,SLOT-PART,120,PART_BOARD,generated sample board
port:PART_120/PART_BOARD/P120,port,part,CAB-PART,SLOT-PART,120,P120,generated sample port
route:TRAY_124,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_124,generated sample route-node
device:BRK_121,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,121,BRK_121,generated sample device
board:BRK_121/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,121,BREAKOUT_BOARD,generated sample board
port:BRK_121/BREAKOUT_BOARD/P121,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,121,P121,generated sample port
route:TRAY_125,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_125,generated sample route-node
device:IFACE_122,device,interface,CAB-INTERFACE,SLOT-INTERFACE,122,IFACE_122,generated sample device
board:IFACE_122/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,122,INTERFACE_BOARD,generated sample board
port:IFACE_122/INTERFACE_BOARD/P122,port,interface,CAB-INTERFACE,SLOT-INTERFACE,122,P122,generated sample port
route:TRAY_126,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_126,generated sample route-node
device:CTRL_123,device,control,CAB-CONTROL,SLOT-CONTROL,123,CTRL_123,generated sample device
board:CTRL_123/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,123,CONTROL_BOARD,generated sample board
port:CTRL_123/CONTROL_BOARD/P123,port,control,CAB-CONTROL,SLOT-CONTROL,123,P123,generated sample port
route:TRAY_127,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_127,generated sample route-node
device:IPC_125,device,ipc,CAB-IPC,SLOT-IPC,125,IPC_125,generated sample device
board:IPC_125/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,125,IPC_IO,generated sample board
port:IPC_125/IPC_IO/P125,port,ipc,CAB-IPC,SLOT-IPC,125,P125,generated sample port
device:PART_126,device,part,CAB-PART,SLOT-PART,126,PART_126,generated sample device
board:PART_126/PART_BOARD,board,part,CAB-PART,SLOT-PART,126,PART_BOARD,generated sample board
port:PART_126/PART_BOARD/P126,port,part,CAB-PART,SLOT-PART,126,P126,generated sample port
device:BRK_127,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,127,BRK_127,generated sample device
board:BRK_127/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,127,BREAKOUT_BOARD,generated sample board
port:BRK_127/BREAKOUT_BOARD/P127,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,127,P127,generated sample port
device:IFACE_128,device,interface,CAB-INTERFACE,SLOT-INTERFACE,128,IFACE_128,generated sample device
board:IFACE_128/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,128,INTERFACE_BOARD,generated sample board
port:IFACE_128/INTERFACE_BOARD/P128,port,interface,CAB-INTERFACE,SLOT-INTERFACE,128,P128,generated sample port
device:CTRL_129,device,control,CAB-CONTROL,SLOT-CONTROL,129,CTRL_129,generated sample device
board:CTRL_129/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,129,CONTROL_BOARD,generated sample board
port:CTRL_129/CONTROL_BOARD/P129,port,control,CAB-CONTROL,SLOT-CONTROL,129,P129,generated sample port
device:SW_130,device,switch,CAB-SWITCH,SLOT-SWITCH,130,SW_130,generated sample device
board:SW_130/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,130,SWITCH_CARD,generated sample board
port:SW_130/SWITCH_CARD/P130,port,switch,CAB-SWITCH,SLOT-SWITCH,130,P130,generated sample port
device:PART_132,device,part,CAB-PART,SLOT-PART,132,PART_132,generated sample device
board:PART_132/PART_BOARD,board,part,CAB-PART,SLOT-PART,132,PART_BOARD,generated sample board
port:PART_132/PART_BOARD/P132,port,part,CAB-PART,SLOT-PART,132,P132,generated sample port
device:BRK_133,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,133,BRK_133,generated sample device
board:BRK_133/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,133,BREAKOUT_BOARD,generated sample board
port:BRK_133/BREAKOUT_BOARD/P133,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,133,P133,generated sample port
device:IFACE_134,device,interface,CAB-INTERFACE,SLOT-INTERFACE,134,IFACE_134,generated sample device
board:IFACE_134/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,134,INTERFACE_BOARD,generated sample board
port:IFACE_134/INTERFACE_BOARD/P134,port,interface,CAB-INTERFACE,SLOT-INTERFACE,134,P134,generated sample port
device:CTRL_141,device,control,CAB-CONTROL,SLOT-CONTROL,141,CTRL_141,generated sample device
board:CTRL_141/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,141,CONTROL_BOARD,generated sample board
port:CTRL_141/CONTROL_BOARD/P141,port,control,CAB-CONTROL,SLOT-CONTROL,141,P141,generated sample port
device:CTRL_135,device,control,CAB-CONTROL,SLOT-CONTROL,135,CTRL_135,generated sample device
board:CTRL_135/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,135,CONTROL_BOARD,generated sample board
port:CTRL_135/CONTROL_BOARD/P135,port,control,CAB-CONTROL,SLOT-CONTROL,135,P135,generated sample port
device:SW_148,device,switch,CAB-SWITCH,SLOT-SWITCH,148,SW_148,generated sample device
board:SW_148/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,148,SWITCH_CARD,generated sample board
port:SW_148/SWITCH_CARD/P148,port,switch,CAB-SWITCH,SLOT-SWITCH,148,P148,generated sample port
device:SW_136,device,switch,CAB-SWITCH,SLOT-SWITCH,136,SW_136,generated sample device
board:SW_136/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,136,SWITCH_CARD,generated sample board
port:SW_136/SWITCH_CARD/P136,port,switch,CAB-SWITCH,SLOT-SWITCH,136,P136,generated sample port
device:IPC_155,device,ipc,CAB-IPC,SLOT-IPC,155,IPC_155,generated sample device
board:IPC_155/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,155,IPC_IO,generated sample board
port:IPC_155/IPC_IO/P155,port,ipc,CAB-IPC,SLOT-IPC,155,P155,generated sample port
device:IPC_137,device,ipc,CAB-IPC,SLOT-IPC,137,IPC_137,generated sample device
board:IPC_137/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,137,IPC_IO,generated sample board
port:IPC_137/IPC_IO/P137,port,ipc,CAB-IPC,SLOT-IPC,137,P137,generated sample port
device:PART_2,device,part,CAB-PART,SLOT-PART,2,PART_2,generated sample device
board:PART_2/PART_BOARD,board,part,CAB-PART,SLOT-PART,2,PART_BOARD,generated sample board
port:PART_2/PART_BOARD/P2,port,part,CAB-PART,SLOT-PART,2,P2,generated sample port
device:BRK_9,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,9,BRK_9,generated sample device
board:BRK_9/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,9,BREAKOUT_BOARD,generated sample board
port:BRK_9/BREAKOUT_BOARD/P9,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,9,P9,generated sample port
device:BRK_139,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,139,BRK_139,generated sample device
board:BRK_139/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,139,BREAKOUT_BOARD,generated sample board
port:BRK_139/BREAKOUT_BOARD/P139,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,139,P139,generated sample port
device:IFACE_16,device,interface,CAB-INTERFACE,SLOT-INTERFACE,16,IFACE_16,generated sample device
board:IFACE_16/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,16,INTERFACE_BOARD,generated sample board
port:IFACE_16/INTERFACE_BOARD/P16,port,interface,CAB-INTERFACE,SLOT-INTERFACE,16,P16,generated sample port
device:IFACE_140,device,interface,CAB-INTERFACE,SLOT-INTERFACE,140,IFACE_140,generated sample device
board:IFACE_140/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,140,INTERFACE_BOARD,generated sample board
port:IFACE_140/INTERFACE_BOARD/P140,port,interface,CAB-INTERFACE,SLOT-INTERFACE,140,P140,generated sample port
device:CTRL_23,device,control,CAB-CONTROL,SLOT-CONTROL,23,CTRL_23,generated sample device
board:CTRL_23/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,23,CONTROL_BOARD,generated sample board
port:CTRL_23/CONTROL_BOARD/P23,port,control,CAB-CONTROL,SLOT-CONTROL,23,P23,generated sample port
device:SW_30,device,switch,CAB-SWITCH,SLOT-SWITCH,30,SW_30,generated sample device
board:SW_30/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,30,SWITCH_CARD,generated sample board
port:SW_30/SWITCH_CARD/P30,port,switch,CAB-SWITCH,SLOT-SWITCH,30,P30,generated sample port
device:SW_142,device,switch,CAB-SWITCH,SLOT-SWITCH,142,SW_142,generated sample device
board:SW_142/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,142,SWITCH_CARD,generated sample board
port:SW_142/SWITCH_CARD/P142,port,switch,CAB-SWITCH,SLOT-SWITCH,142,P142,generated sample port
device:IPC_37,device,ipc,CAB-IPC,SLOT-IPC,37,IPC_37,generated sample device
board:IPC_37/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,37,IPC_IO,generated sample board
port:IPC_37/IPC_IO/P37,port,ipc,CAB-IPC,SLOT-IPC,37,P37,generated sample port
device:IPC_143,device,ipc,CAB-IPC,SLOT-IPC,143,IPC_143,generated sample device
board:IPC_143/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,143,IPC_IO,generated sample board
port:IPC_143/IPC_IO/P143,port,ipc,CAB-IPC,SLOT-IPC,143,P143,generated sample port
device:PART_44,device,part,CAB-PART,SLOT-PART,44,PART_44,generated sample device
board:PART_44/PART_BOARD,board,part,CAB-PART,SLOT-PART,44,PART_BOARD,generated sample board
port:PART_44/PART_BOARD/P44,port,part,CAB-PART,SLOT-PART,44,P44,generated sample port
device:PART_144,device,part,CAB-PART,SLOT-PART,144,PART_144,generated sample device
board:PART_144/PART_BOARD,board,part,CAB-PART,SLOT-PART,144,PART_BOARD,generated sample board
port:PART_144/PART_BOARD/P144,port,part,CAB-PART,SLOT-PART,144,P144,generated sample port
device:BRK_51,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,51,BRK_51,generated sample device
board:BRK_51/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,51,BREAKOUT_BOARD,generated sample board
port:BRK_51/BREAKOUT_BOARD/P51,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,51,P51,generated sample port
device:IFACE_58,device,interface,CAB-INTERFACE,SLOT-INTERFACE,58,IFACE_58,generated sample device
board:IFACE_58/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,58,INTERFACE_BOARD,generated sample board
port:IFACE_58/INTERFACE_BOARD/P58,port,interface,CAB-INTERFACE,SLOT-INTERFACE,58,P58,generated sample port
device:IFACE_146,device,interface,CAB-INTERFACE,SLOT-INTERFACE,146,IFACE_146,generated sample device
board:IFACE_146/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,146,INTERFACE_BOARD,generated sample board
port:IFACE_146/INTERFACE_BOARD/P146,port,interface,CAB-INTERFACE,SLOT-INTERFACE,146,P146,generated sample port
device:CTRL_65,device,control,CAB-CONTROL,SLOT-CONTROL,65,CTRL_65,generated sample device
board:CTRL_65/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,65,CONTROL_BOARD,generated sample board
port:CTRL_65/CONTROL_BOARD/P65,port,control,CAB-CONTROL,SLOT-CONTROL,65,P65,generated sample port
device:CTRL_147,device,control,CAB-CONTROL,SLOT-CONTROL,147,CTRL_147,generated sample device
board:CTRL_147/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,147,CONTROL_BOARD,generated sample board
port:CTRL_147/CONTROL_BOARD/P147,port,control,CAB-CONTROL,SLOT-CONTROL,147,P147,generated sample port
device:SW_72,device,switch,CAB-SWITCH,SLOT-SWITCH,72,SW_72,generated sample device
board:SW_72/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,72,SWITCH_CARD,generated sample board
port:SW_72/SWITCH_CARD/P72,port,switch,CAB-SWITCH,SLOT-SWITCH,72,P72,generated sample port
device:IPC_79,device,ipc,CAB-IPC,SLOT-IPC,79,IPC_79,generated sample device
board:IPC_79/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,79,IPC_IO,generated sample board
port:IPC_79/IPC_IO/P79,port,ipc,CAB-IPC,SLOT-IPC,79,P79,generated sample port
device:IPC_149,device,ipc,CAB-IPC,SLOT-IPC,149,IPC_149,generated sample device
board:IPC_149/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,149,IPC_IO,generated sample board
port:IPC_149/IPC_IO/P149,port,ipc,CAB-IPC,SLOT-IPC,149,P149,generated sample port
device:PART_86,device,part,CAB-PART,SLOT-PART,86,PART_86,generated sample device
board:PART_86/PART_BOARD,board,part,CAB-PART,SLOT-PART,86,PART_BOARD,generated sample board
port:PART_86/PART_BOARD/P86,port,part,CAB-PART,SLOT-PART,86,P86,generated sample port
device:PART_150,device,part,CAB-PART,SLOT-PART,150,PART_150,generated sample device
board:PART_150/PART_BOARD,board,part,CAB-PART,SLOT-PART,150,PART_BOARD,generated sample board
port:PART_150/PART_BOARD/P150,port,part,CAB-PART,SLOT-PART,150,P150,generated sample port
device:BRK_93,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,93,BRK_93,generated sample device
board:BRK_93/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,93,BREAKOUT_BOARD,generated sample board
port:BRK_93/BREAKOUT_BOARD/P93,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,93,P93,generated sample port
device:BRK_151,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,151,BRK_151,generated sample device
board:BRK_151/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,151,BREAKOUT_BOARD,generated sample board
port:BRK_151/BREAKOUT_BOARD/P151,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,151,P151,generated sample port
device:IFACE_100,device,interface,CAB-INTERFACE,SLOT-INTERFACE,100,IFACE_100,generated sample device
board:IFACE_100/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,100,INTERFACE_BOARD,generated sample board
port:IFACE_100/INTERFACE_BOARD/P100,port,interface,CAB-INTERFACE,SLOT-INTERFACE,100,P100,generated sample port
device:CTRL_107,device,control,CAB-CONTROL,SLOT-CONTROL,107,CTRL_107,generated sample device
board:CTRL_107/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,107,CONTROL_BOARD,generated sample board
port:CTRL_107/CONTROL_BOARD/P107,port,control,CAB-CONTROL,SLOT-CONTROL,107,P107,generated sample port
device:CTRL_153,device,control,CAB-CONTROL,SLOT-CONTROL,153,CTRL_153,generated sample device
board:CTRL_153/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,153,CONTROL_BOARD,generated sample board
port:CTRL_153/CONTROL_BOARD/P153,port,control,CAB-CONTROL,SLOT-CONTROL,153,P153,generated sample port
device:SW_114,device,switch,CAB-SWITCH,SLOT-SWITCH,114,SW_114,generated sample device
board:SW_114/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,114,SWITCH_CARD,generated sample board
port:SW_114/SWITCH_CARD/P114,port,switch,CAB-SWITCH,SLOT-SWITCH,114,P114,generated sample port
device:SW_154,device,switch,CAB-SWITCH,SLOT-SWITCH,154,SW_154,generated sample device
board:SW_154/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,154,SWITCH_CARD,generated sample board
port:SW_154/SWITCH_CARD/P154,port,switch,CAB-SWITCH,SLOT-SWITCH,154,P154,generated sample port
device:IPC_121,device,ipc,CAB-IPC,SLOT-IPC,121,IPC_121,generated sample device
board:IPC_121/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,121,IPC_IO,generated sample board
port:IPC_121/IPC_IO/P121,port,ipc,CAB-IPC,SLOT-IPC,121,P121,generated sample port
device:PART_128,device,part,CAB-PART,SLOT-PART,128,PART_128,generated sample device
board:PART_128/PART_BOARD,board,part,CAB-PART,SLOT-PART,128,PART_BOARD,generated sample board
port:PART_128/PART_BOARD/P128,port,part,CAB-PART,SLOT-PART,128,P128,generated sample port
device:PART_156,device,part,CAB-PART,SLOT-PART,156,PART_156,generated sample device
board:PART_156/PART_BOARD,board,part,CAB-PART,SLOT-PART,156,PART_BOARD,generated sample board
port:PART_156/PART_BOARD/P156,port,part,CAB-PART,SLOT-PART,156,P156,generated sample port
device:BRK_135,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,135,BRK_135,generated sample device
board:BRK_135/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,135,BREAKOUT_BOARD,generated sample board
port:BRK_135/BREAKOUT_BOARD/P135,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,135,P135,generated sample port
device:BRK_157,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,157,BRK_157,generated sample device
board:BRK_157/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,157,BREAKOUT_BOARD,generated sample board
port:BRK_157/BREAKOUT_BOARD/P157,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,157,P157,generated sample port
device:IFACE_142,device,interface,CAB-INTERFACE,SLOT-INTERFACE,142,IFACE_142,generated sample device
board:IFACE_142/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,142,INTERFACE_BOARD,generated sample board
port:IFACE_142/INTERFACE_BOARD/P142,port,interface,CAB-INTERFACE,SLOT-INTERFACE,142,P142,generated sample port
device:IFACE_158,device,interface,CAB-INTERFACE,SLOT-INTERFACE,158,IFACE_158,generated sample device
board:IFACE_158/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,158,INTERFACE_BOARD,generated sample board
port:IFACE_158/INTERFACE_BOARD/P158,port,interface,CAB-INTERFACE,SLOT-INTERFACE,158,P158,generated sample port
device:CTRL_149,device,control,CAB-CONTROL,SLOT-CONTROL,149,CTRL_149,generated sample device
board:CTRL_149/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,149,CONTROL_BOARD,generated sample board
port:CTRL_149/CONTROL_BOARD/P149,port,control,CAB-CONTROL,SLOT-CONTROL,149,P149,generated sample port
device:SW_156,device,switch,CAB-SWITCH,SLOT-SWITCH,156,SW_156,generated sample device
board:SW_156/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,156,SWITCH_CARD,generated sample board
port:SW_156/SWITCH_CARD/P156,port,switch,CAB-SWITCH,SLOT-SWITCH,156,P156,generated sample port
device:SW_0,device,switch,CAB-SWITCH,SLOT-SWITCH,0,SW_0,generated sample device
board:SW_0/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,0,SWITCH_CARD,generated sample board
port:SW_0/SWITCH_CARD/P0,port,switch,CAB-SWITCH,SLOT-SWITCH,0,P0,generated sample port
device:IPC_3,device,ipc,CAB-IPC,SLOT-IPC,3,IPC_3,generated sample device
board:IPC_3/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,3,IPC_IO,generated sample board
port:IPC_3/IPC_IO/P3,port,ipc,CAB-IPC,SLOT-IPC,3,P3,generated sample port
device:IPC_1,device,ipc,CAB-IPC,SLOT-IPC,1,IPC_1,generated sample device
board:IPC_1/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,1,IPC_IO,generated sample board
port:IPC_1/IPC_IO/P1,port,ipc,CAB-IPC,SLOT-IPC,1,P1,generated sample port
device:PART_10,device,part,CAB-PART,SLOT-PART,10,PART_10,generated sample device
board:PART_10/PART_BOARD,board,part,CAB-PART,SLOT-PART,10,PART_BOARD,generated sample board
port:PART_10/PART_BOARD/P10,port,part,CAB-PART,SLOT-PART,10,P10,generated sample port
device:BRK_17,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,17,BRK_17,generated sample device
board:BRK_17/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,17,BREAKOUT_BOARD,generated sample board
port:BRK_17/BREAKOUT_BOARD/P17,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,17,P17,generated sample port
device:IFACE_24,device,interface,CAB-INTERFACE,SLOT-INTERFACE,24,IFACE_24,generated sample device
board:IFACE_24/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,24,INTERFACE_BOARD,generated sample board
port:IFACE_24/INTERFACE_BOARD/P24,port,interface,CAB-INTERFACE,SLOT-INTERFACE,24,P24,generated sample port
device:IFACE_4,device,interface,CAB-INTERFACE,SLOT-INTERFACE,4,IFACE_4,generated sample device
board:IFACE_4/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,4,INTERFACE_BOARD,generated sample board
port:IFACE_4/INTERFACE_BOARD/P4,port,interface,CAB-INTERFACE,SLOT-INTERFACE,4,P4,generated sample port
device:CTRL_31,device,control,CAB-CONTROL,SLOT-CONTROL,31,CTRL_31,generated sample device
board:CTRL_31/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,31,CONTROL_BOARD,generated sample board
port:CTRL_31/CONTROL_BOARD/P31,port,control,CAB-CONTROL,SLOT-CONTROL,31,P31,generated sample port
device:CTRL_5,device,control,CAB-CONTROL,SLOT-CONTROL,5,CTRL_5,generated sample device
board:CTRL_5/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,5,CONTROL_BOARD,generated sample board
port:CTRL_5/CONTROL_BOARD/P5,port,control,CAB-CONTROL,SLOT-CONTROL,5,P5,generated sample port
device:SW_38,device,switch,CAB-SWITCH,SLOT-SWITCH,38,SW_38,generated sample device
board:SW_38/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,38,SWITCH_CARD,generated sample board
port:SW_38/SWITCH_CARD/P38,port,switch,CAB-SWITCH,SLOT-SWITCH,38,P38,generated sample port
device:IPC_45,device,ipc,CAB-IPC,SLOT-IPC,45,IPC_45,generated sample device
board:IPC_45/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,45,IPC_IO,generated sample board
port:IPC_45/IPC_IO/P45,port,ipc,CAB-IPC,SLOT-IPC,45,P45,generated sample port
device:IPC_7,device,ipc,CAB-IPC,SLOT-IPC,7,IPC_7,generated sample device
board:IPC_7/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,7,IPC_IO,generated sample board
port:IPC_7/IPC_IO/P7,port,ipc,CAB-IPC,SLOT-IPC,7,P7,generated sample port
device:PART_52,device,part,CAB-PART,SLOT-PART,52,PART_52,generated sample device
board:PART_52/PART_BOARD,board,part,CAB-PART,SLOT-PART,52,PART_BOARD,generated sample board
port:PART_52/PART_BOARD/P52,port,part,CAB-PART,SLOT-PART,52,P52,generated sample port
device:PART_8,device,part,CAB-PART,SLOT-PART,8,PART_8,generated sample device
board:PART_8/PART_BOARD,board,part,CAB-PART,SLOT-PART,8,PART_BOARD,generated sample board
port:PART_8/PART_BOARD/P8,port,part,CAB-PART,SLOT-PART,8,P8,generated sample port
device:BRK_59,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,59,BRK_59,generated sample device
board:BRK_59/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,59,BREAKOUT_BOARD,generated sample board
port:BRK_59/BREAKOUT_BOARD/P59,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,59,P59,generated sample port
device:IFACE_66,device,interface,CAB-INTERFACE,SLOT-INTERFACE,66,IFACE_66,generated sample device
board:IFACE_66/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,66,INTERFACE_BOARD,generated sample board
port:IFACE_66/INTERFACE_BOARD/P66,port,interface,CAB-INTERFACE,SLOT-INTERFACE,66,P66,generated sample port
device:CTRL_73,device,control,CAB-CONTROL,SLOT-CONTROL,73,CTRL_73,generated sample device
board:CTRL_73/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,73,CONTROL_BOARD,generated sample board
port:CTRL_73/CONTROL_BOARD/P73,port,control,CAB-CONTROL,SLOT-CONTROL,73,P73,generated sample port
device:CTRL_11,device,control,CAB-CONTROL,SLOT-CONTROL,11,CTRL_11,generated sample device
board:CTRL_11/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,11,CONTROL_BOARD,generated sample board
port:CTRL_11/CONTROL_BOARD/P11,port,control,CAB-CONTROL,SLOT-CONTROL,11,P11,generated sample port
device:SW_80,device,switch,CAB-SWITCH,SLOT-SWITCH,80,SW_80,generated sample device
board:SW_80/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,80,SWITCH_CARD,generated sample board
port:SW_80/SWITCH_CARD/P80,port,switch,CAB-SWITCH,SLOT-SWITCH,80,P80,generated sample port
device:SW_12,device,switch,CAB-SWITCH,SLOT-SWITCH,12,SW_12,generated sample device
board:SW_12/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,12,SWITCH_CARD,generated sample board
port:SW_12/SWITCH_CARD/P12,port,switch,CAB-SWITCH,SLOT-SWITCH,12,P12,generated sample port
